Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.6,Very Good,"₪ 3,763","2,266 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Moxy NYC East Village,"East Village, New York",4.1 km from center,8.2,Excellent,"₪ 3,444","1,016 reviews",Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Good,"₪ 5,677",895 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Very Good,"₪ 5,885",621 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Good,"₪ 3,568","1,256 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Review score,"₪ 6,122","7,538 reviews",Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Nolitan Hotel SoHo - New York,"SoHo, New York",5.4 km from center,7.9,Good,"₪ 4,797","1,529 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 4,811","1,029 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Very Good,"₪ 8,380",462 reviews,Superior King Room Interior View,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 5,260","1,276 reviews",King Room with Sofa Bed - Non-Smoking,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Hampton Inn Times Square Central,"Manhattan, New York",1.5 km from center,8.2,Very Good,"₪ 6,014","3,690 reviews",Newly Renovated Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
MADE Hotel,"NoMad, New York",2.5 km from center,8.6,Good,"₪ 3,867","2,337 reviews",Comfort Plus Room - Disability Access,1 queen bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
W New York - Times Square,"Manhattan, New York",1 km from center,7.7,Review score,"₪ 4,723","4,086 reviews",Superior Queen Room with Balcony,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Hyatt Centric Times Square New York,"Manhattan, New York",1.2 km from center,8.3,Good,"₪ 5,499",432 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
City Club Hotel,"Manhattan, New York",1.4 km from center,7.3,Good,"₪ 5,299","2,669 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
West Side YMCA,"Upper West Side, New York",350 m from center,6.6,Very Good,"₪ 5,565","2,571 reviews",Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
HGU New York,"Manhattan, New York",2.4 km from center,7.4,Good,"₪ 3,479","1,050 reviews","Studio, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Ace Hotel New York,"NoMad, New York",2.5 km from center,7.9,Wonderful,"₪ 6,852",899 reviews,Superior Queen Room,1 queen bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
ModernHaus SoHo,"SoHo, New York",5.4 km from center,8.5,Very Good,"₪ 4,606",867 reviews,King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Good,"₪ 5,475","1,475 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
The Belvedere Hotel,"Hell's Kitchen, New York",0.9 km from center,8.0,Good,"₪ 5,413","2,917 reviews","Guest room, 2 Double",2 full beds,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Dylan Hotel NYC,"Murray Hill, New York",1.8 km from center,7.8,Good,"₪ 7,544",662 reviews,Deluxe Room with One King Bed,1 king bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
The Manhattan at Times Square,"Manhattan, New York",0.7 km from center,5.6,Very Good,"₪ 6,323","8,724 reviews","Guest Room, 1 King, Cozy King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
"Le Meridien New York, Central Park by Marriott","Manhattan, New York",500 m from center,7.1,Wonderful,"₪ 5,412","2,145 reviews","Wonderful Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Very Good,"₪ 4,142","2,137 reviews",Run of House,1 full bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Cambria Hotel New York - Chelsea,"Chelsea, New York",2.5 km from center,8.0,Good,"₪ 4,348",540 reviews,Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Sixty LES,"Lower East Side, New York",5.2 km from center,7.2,Good,"₪ 4,740",482 reviews,Single Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Artezen Hotel,"Wall Street - Financial District, New York",6.9 km from center,9.0,Very Good,"₪ 8,325","1,387 reviews",Park Plaza King Studio with Sofa Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Very Good,"₪ 3,105","1,343 reviews",Petite Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Hampton Inn Manhattan Grand Central,"Midtown East, New York",2.1 km from center,7.6,Very Good,"₪ 4,239",942 reviews,Double Room,1 queen bed,Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Citadines Connect Fifth Avenue New York,"Manhattan, New York",1.4 km from center,7.7,Good,"₪ 5,202","1,047 reviews",Graduate King,1 king bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Dream Downtown,"Chelsea, New York",3.4 km from center,7.2,Very Good,"₪ 4,898","1,233 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Good,"₪ 4,146",8 reviews,Petite Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
LUMA Hotel - Times Square,"Manhattan, New York",1.5 km from center,9.0,Very Good,"₪ 5,384","1,031 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Graduate New York,New York,2.6 km from center,8.5,Good,"₪ 3,653",229 reviews,Deluxe King Room,1 king bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Renaissance New York Chelsea Hotel,"Chelsea, New York",2.8 km from center,7.8,Very Good,"₪ 5,266",152 reviews,King Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Hotel Hugo,"SoHo, New York",5.2 km from center,7.3,Good,"₪ 5,212","3,508 reviews",Gallery King,1 king bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Pestana CR7 Times Square,"Hell's Kitchen, New York",1.6 km from center,8.1,Very Good,"₪ 4,802",6 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
The Knickerbocker,"Manhattan, New York",1.4 km from center,8.4,Good,"₪ 4,352","1,876 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Roxy Hotel New York,"Tribeca, New York",5.8 km from center,8.4,Good,"₪ 4,047",587 reviews,King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Good,"₪ 4,382","1,109 reviews",Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Good,"₪ 7,591","1,482 reviews",King Room with View,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Virgin Hotels New York City,"NoMad, New York",2.5 km from center,7.4,Very Good,"₪ 3,647",952 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Good,"₪ 5,225",979 reviews,King Studio,"Entire studio • 1 bathroom • 33m²
1 king bed",Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Hyatt Centric Midtown 5th Avenue New York,"Manhattan, New York",1.9 km from center,7.8,Very Good,"₪ 2,887",366 reviews,Superior Corner Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Thompson Central Park - New York,"Manhattan, New York",0.5 km from center,8.1,Good,"₪ 4,146","1,583 reviews","Guest Room, 1 King",1 king bed,Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
DoubleTree by Hilton New York Downtown,"Wall Street - Financial District, New York",7.6 km from center,7.2,Very Good,"₪ 5,593","1,038 reviews",Deluxe King Room,1 king bed,Free cancellation,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.5,Good,"₪ 4,740","2,594 reviews",Standard Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
The Hotel at Fifth Avenue,"Manhattan, New York",2.3 km from center,7.1,Good,"₪ 5,109",304 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 5,046","4,124 reviews",Two Double Beds Standard,2 full beds,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Aloft Manhattan Downtown - Financial District,"Wall Street - Financial District, New York",6.8 km from center,7.5,Good,"₪ 4,101","5,538 reviews",Standard Queen Room with View,1 queen bed,Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
The Frederick Hotel Tribeca,"Tribeca, New York",6.3 km from center,7.8,Good,"₪ 4,250",669 reviews,Double Room,1 full bed,Prepayment,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
The Muse New York,"Manhattan, New York",1.1 km from center,8.2,Excellent,"₪ 3,554","1,283 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-19,4 nights,22.0
Four Points by Sheraton Manhattan Chelsea,"Chelsea, New York",2.8 km from center,7.0,Good,"₪ 6,015","2,610 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hotel Mulberry,"Chinatown, New York",6.1 km from center,8.4,Excellent,"₪ 4,576","1,444 reviews",Deluxe Studio,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hotel Hendricks,"Manhattan, New York",1.8 km from center,7.7,Good,"₪ 4,676",107 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Renwick,"Murray Hill, New York",2 km from center,8.2,Good,"₪ 6,672","2,309 reviews",Deluxe King,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Park Central,"Manhattan, New York",400 m from center,7.6,Very Good,"₪ 5,970","2,415 reviews",King Room,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
11 Howard,"SoHo, New York",5.6 km from center,7.3,Excellent,"₪ 5,849","6,645 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Embassy Suites By Hilton New York Manhattan Times Square,"Manhattan, New York",1.9 km from center,7.9,Very Good,"₪ 3,663",580 reviews,Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 3,102","9,014 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hampton Inn Manhattan/Downtown- Financial District,"Wall Street - Financial District, New York",7.7 km from center,7.6,Very Good,"₪ 5,438","3,927 reviews",Classic 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hard Rock Hotel New York,"Manhattan, New York",1 km from center,8.8,Very Good,"₪ 3,961","5,995 reviews",King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Evelyn NoMad,"NoMad, New York",2.7 km from center,7.6,Good,"₪ 4,402","15,115 reviews",Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Very Good,"₪ 3,913",733 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.9,Good,"₪ 3,802","3,629 reviews",Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Herald 8 by LuxUrban,"Manhattan, New York",2 km from center,7.7,Good,"₪ 7,061","7,063 reviews","Wonderful Guest Room, Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 11,167",330 reviews,Superior Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Good,"₪ 4,194","3,810 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Good,"₪ 5,904","11,099 reviews",Premier King Bed,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"The New Yorker, A Wyndham Hotel","Hell's Kitchen, New York",2 km from center,7.7,Good,"₪ 6,668","1,056 reviews",King Urban,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 4,180","5,630 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Good,"₪ 5,877","4,421 reviews",Standard 1 Full,1 twin bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 6,216","5,914 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 6,499","2,256 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Very Good,"₪ 5,281",52 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Very Good,"₪ 4,934","2,934 reviews",King Room,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Good,"₪ 6,234","1,080 reviews",King Room,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,"₪ 6,840","2,275 reviews",Mobility Accessible Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Excellent,"₪ 5,351","2,751 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 5,242",167 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Good,"₪ 8,004",602 reviews,Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Excellent,"₪ 5,941","3,036 reviews",1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Very Good,"₪ 6,385","6,357 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hotel Belleclaire Central Park,"Upper West Side, New York",1.6 km from center,8.1,Good,"₪ 5,596","1,711 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.2,Very Good,"₪ 5,923","4,132 reviews",Deluxe Double Room,2 full beds,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"Wall Street - Financial District, New York",7.7 km from center,8.5,Very Good,"₪ 5,970","3,723 reviews",King Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Carlton Arms Hotel,"Gramercy, New York",3.1 km from center,7.5,Good,"₪ 7,298","3,280 reviews",Superior Queen Room,1 queen bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 5,586","4,448 reviews",King Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 7,408",533 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
W New York - Union Square,"Union Square, New York",3.5 km from center,7.6,Excellent,"₪ 5,923",735 reviews,Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Very Good,"₪ 6,983","1,738 reviews",Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Arlo Midtown,"Hell's Kitchen, New York",1.7 km from center,8.7,Very Good,"₪ 5,083",821 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Riu Plaza New York Times Square,"Hell's Kitchen, New York",1 km from center,8.4,Very Good,"₪ 6,074",595 reviews,King Room - Non-Smoking,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Very Good,"₪ 4,592","5,198 reviews",Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 7,129",898 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Moxy NYC Chelsea,"Chelsea, New York",2.5 km from center,8.3,Very Good,"₪ 4,390",305 reviews,Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 3,884","1,875 reviews","Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
DoubleTree by Hilton New York Times Square South,"Hell's Kitchen, New York",1.8 km from center,7.9,Good,"₪ 6,014","1,050 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Excellent,"₪ 6,015",970 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"Staypineapple, An Artful Hotel, Midtown New York","Hell's Kitchen, New York",1.8 km from center,8.7,Very Good,"₪ 6,550","2,102 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Iroquois New York Times Square,"Manhattan, New York",1.4 km from center,8.2,Very Good,"₪ 5,765","3,332 reviews",Superior Queen Room with Balcony,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Pestana Park Avenue,"Murray Hill, New York",1.9 km from center,8.5,Very Good,"₪ 6,478",742 reviews,King Room with Sofa Bed - Non-Smoking,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Lex Hotel NYC,"Kips Bay, New York",3 km from center,8.1,Good,"₪ 7,756","2,610 reviews",Newly Renovated Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Excellent,"₪ 4,975","1,016 reviews",Comfort Plus Room - Disability Access,1 queen bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 8,385","2,492 reviews",Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,8.3,Very Good,"₪ 6,704","1,387 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Four Points by Sheraton Midtown - Times Square,"Hell's Kitchen, New York",1.6 km from center,7.7,Excellent,"₪ 6,477",280 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Sixty LES,"Lower East Side, New York",5.2 km from center,7.2,Good,"₪ 6,121","1,155 reviews",King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Pearl Hotel,"Manhattan, New York",0.8 km from center,8.6,Good,"₪ 6,001","1,529 reviews",Graduate King,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
La Quinta by Wyndham Time Square South,"Hell's Kitchen, New York",1.7 km from center,8.1,Good,"₪ 7,525","1,370 reviews",Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Good,"₪ 6,143","3,023 reviews","Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Fifty Sonesta Select New York,"Midtown East, New York",1.6 km from center,8.0,Very Good,"₪ 4,816",972 reviews,Queen Room,1 queen bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
The Evelyn NoMad,"NoMad, New York",2.7 km from center,7.6,Wonderful,"₪ 8,772",73 reviews,Deluxe Room with One King Bed,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
MADE Hotel,"NoMad, New York",2.5 km from center,8.6,Good,"₪ 6,948",895 reviews,Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Very Good,"₪ 7,096","1,324 reviews","Guest room, 1 Queen",1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
Pestana CR7 Times Square,"Hell's Kitchen, New York",1.6 km from center,8.1,Very Good,"₪ 7,786",462 reviews,"Guest Room, 1 King, Cozy King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-19,5 nights,22.0
