Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"Hell's Kitchen, New York",2.1 km from center,8.2,Very Good,"₪ 7,973","3,996 reviews",Deluxe Double Room with City View,2 full beds,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
West Side YMCA,"Upper West Side, New York",350 m from center,6.6,Review score,"₪ 5,190","7,618 reviews",6-Bed Mixed Dormitory Room,"Shared dorm room
6 bunk beds",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Sheraton Tribeca New York Hotel,"Tribeca, New York",5.6 km from center,7.6,Good,"₪ 5,049","2,450 reviews",Standard King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"InterContinental New York Times Square, an IHG Hotel","Hell's Kitchen, New York",1.2 km from center,8.1,Very Good,"₪ 5,908","1,364 reviews",Standard Room,,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Park Central,"Manhattan, New York",400 m from center,7.6,Good,"₪ 5,531","2,610 reviews",Premier King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
DoubleTree by Hilton New York Times Square South,"Hell's Kitchen, New York",1.8 km from center,7.9,Good,"₪ 5,211","4,470 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hilton Garden Inn West 35th Street,"Manhattan, New York",2 km from center,8.3,Very Good,"₪ 5,261","2,496 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 7,585","5,690 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hyatt Grand Central New York,"Midtown East, New York",1.9 km from center,7.3,Good,"₪ 4,974","1,216 reviews",One King Bed,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 4,302","1,374 reviews",Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 5,893","3,290 reviews",King Room - Non-Smoking,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 5,825","5,222 reviews",1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 6,278",980 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
W New York - Times Square,"Manhattan, New York",1 km from center,7.7,Good,"₪ 6,125",900 reviews,"Wonderful Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
MADE Hotel,"NoMad, New York",2.5 km from center,8.6,Excellent,"₪ 7,065","1,022 reviews",Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hotel Lucerne,"Upper West Side, New York",1.7 km from center,8.5,Very Good,"₪ 5,529","1,006 reviews",Deluxe Double Room,2 full beds,Free cancellation,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 1,154","1,470 reviews",Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Pod Brooklyn,"Williamsburg, Brooklyn",6.2 km from center,8.2,Very Good,₪ 571,"2,888 reviews",Queen Pod,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,₪ 507,965 reviews,Standard Double Room,,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.5,Good,₪ 787,226 reviews,Superior Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.8,Good,₪ 852,132 reviews,Studio,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,₪ 859,652 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hyatt Regency Jersey City,Jersey City,7.1 km from center,8.0,Very Good,"₪ 1,218",889 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
The Herald 8 by LuxUrban,"Manhattan, New York",2 km from center,7.8,Good,₪ 877,"2,389 reviews",King Room - Disability Access,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.9,Excellent,₪ 638,23 reviews,Superior Corner Queen,1 queen bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 1,335","2,688 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Ravel Hotel Trademark Collection by Wyndham,"Long Island City, Queens",3.2 km from center,7.8,Good,₪ 801,"2,907 reviews",Deluxe King Room,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Good,"₪ 1,182","1,049 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"The Hoxton, Williamsburg","Williamsburg, Brooklyn",5.6 km from center,8.0,Very Good,₪ 967,555 reviews,Cozy,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,₪ 754,480 reviews,Queen,1 queen bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 1,739",594 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 1,958",334 reviews,Superior Room with King Bed,1 king bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hotel Lucerne,"Upper West Side, New York",1.7 km from center,8.5,Very Good,"₪ 1,075","1,006 reviews",Queen Room - Disability Access,1 queen bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 1,146","15,257 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 1,254","2,762 reviews",King Room,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 1,250","6,757 reviews",Deluxe King,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 1,008","1,532 reviews",King Room,1 king bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,"Flatiron District, New York",3.1 km from center,8.1,Very Good,"₪ 1,290",54 reviews,"Studio, 2 Double",2 full beds,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 1,470","5,690 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,₪ 651,898 reviews,King Room,,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"Holiday Inn Express & Suites Jersey City - Holland Tunnel, an IHG Hotel",Jersey City,6.4 km from center,8.2,Very Good,₪ 717,"1,298 reviews",King Room - Hearing Accessible - Non-Smoking,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hard Rock Hotel New York,"Manhattan, New York",1 km from center,8.8,Excellent,"₪ 1,650","1,296 reviews",Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,₪ 898,"1,072 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Excellent,"₪ 1,164","2,196 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 1,380","4,017 reviews",King Room City View,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Empire Hotel,"Upper West Side, New York",400 m from center,6.8,Review score,₪ 902,"2,547 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,₪ 715,"7,130 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,₪ 906,"3,832 reviews",Premium Queen (ADA),1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 1,006","1,739 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Good,"₪ 1,276","4,444 reviews",Premier King Bed,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Embassy Suites By Hilton New York Manhattan Times Square,"Manhattan, New York",1.9 km from center,7.9,Good,"₪ 1,327","4,141 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
The Blakely by LuxUrban,"Manhattan, New York",0.5 km from center,7.8,Good,"₪ 1,029","2,576 reviews",Standard Queen Room,1 queen bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 1,499",527 reviews,Superior Queen Room,1 queen bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Residence Inn by Marriott New York Manhattan/Times Square,"Manhattan, New York",1.7 km from center,8.1,Very Good,"₪ 1,506","3,163 reviews",King Studio with Sofa Bed,"Entire studio • 1 bathroom • 30m²
2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hyatt Centric Times Square New York,"Manhattan, New York",1.2 km from center,8.4,Very Good,"₪ 1,434",629 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 1,146",65 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Canopy By Hilton Jersey City Arts District,"Downtown Jersey City, Jersey City",7.3 km from center,8.9,Excellent,₪ 852,669 reviews,Queen Room with Two Queen Beds - Hearing Accessible,2 queen beds,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,₪ 895,"6,069 reviews",Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"The New Yorker, A Wyndham Hotel","Hell's Kitchen, New York",2 km from center,7.7,Good,"₪ 1,182","9,092 reviews",Standard Queen Room with View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Good,₪ 935,"3,672 reviews",Queen Room with Roll-In Shower - Disability Access,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
West Side YMCA,"Upper West Side, New York",350 m from center,6.6,Review score,₪ 403,"7,618 reviews",Bunk Bed Room with Shared Bathroom,1 bunk bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Excellent,"₪ 1,448",551 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 1,614",910 reviews,Classic Double Room,,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 1,542",737 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Wonderful,"₪ 1,617",80 reviews,Petite Queen Room,1 queen bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Sixty LES,"Lower East Side, New York",5.2 km from center,7.2,Good,"₪ 1,182","1,050 reviews",Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,₪ 712,656 reviews,Queen Studio Suite with Bathtub - Mobility Accessible,1 queen bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"Staypineapple, An Artful Hotel, Midtown New York","Hell's Kitchen, New York",1.8 km from center,8.7,Excellent,₪ 901,751 reviews,Persona Two Twin,2 twin beds,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Arlo Midtown,"Hell's Kitchen, New York",1.7 km from center,8.7,Excellent,"₪ 1,286","3,066 reviews",King Urban,1 king bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,₪ 970,418 reviews,Queen Room with Two Queen Beds,2 queen beds,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hotel Hendricks,"Manhattan, New York",1.8 km from center,7.8,Good,"₪ 1,089","1,599 reviews",Deluxe Queen Room,1 queen bed,Prepayment,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Very Good,"₪ 1,182","2,510 reviews",Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"Candlewood Suites NYC -Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 1,064","1,374 reviews",Queen Studio,1 queen bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
The William Vale,"Williamsburg, Brooklyn",5.5 km from center,8.1,Very Good,"₪ 1,034","1,158 reviews",Standard Queen ADA with Balcony,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 1,193","3,290 reviews",King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Four Points by Sheraton Midtown - Times Square,"Hell's Kitchen, New York",1.6 km from center,7.7,Good,"₪ 1,254","1,879 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Good,"₪ 1,168","5,956 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
ModernHaus SoHo,"SoHo, New York",5.4 km from center,8.5,Very Good,"₪ 1,491",469 reviews,Newly Renovated Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 1,181","11,138 reviews",Signature 1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Americana Inn,"Manhattan, New York",1.8 km from center,7.2,Good,₪ 539,656 reviews,Standard Double Room with Shared Bathroom,1 full bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Very Good,"₪ 1,160",874 reviews,Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
"Holiday Inn Express New York City Chelsea, an IHG Hotel","Chelsea, New York",2.4 km from center,7.9,Good,"₪ 1,127","3,029 reviews",Room Selected at Check-In,1 full bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 1,387",980 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
La Quinta by Wyndham Time Square South,"Hell's Kitchen, New York",1.7 km from center,8.1,Very Good,"₪ 1,183","2,137 reviews",King Room - Non-Smoking,1 king bed,FREE cancellation • No prepayment needed,2023-04-11-2023-04-12,2023-03-26,1 night,16.0
