Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 4,619","3,290 reviews",King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,"₪ 2,986","6,069 reviews",Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Warwick New York,"Manhattan, New York",0.7 km from center,7.8,Good,"₪ 4,780","4,444 reviews",Premier City View King Bed,1 king bed,Free cancellation,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
West Side YMCA,"Upper West Side, New York",350 m from center,6.6,Review score,"₪ 2,012","7,618 reviews",Double Room - 1 Doube Bed,1 full bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Empire Hotel,"Upper West Side, New York",400 m from center,6.8,Review score,"₪ 3,610","2,547 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Homewood Suites Midtown Manhattan Times Square South,"Hell's Kitchen, New York",1.8 km from center,8.2,Very Good,"₪ 4,917","3,038 reviews",Efficiency King Studio,"Entire studio • 1 bathroom • 25m²
1 king bed",Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
"Club Quarters Hotel Grand Central, New York","Midtown East, New York",1.8 km from center,8.0,Very Good,"₪ 3,975","2,368 reviews",Small Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Hilton Club New York,"Manhattan, New York",0.7 km from center,8.4,Very Good,"₪ 4,875",105 reviews,Studio,"Entire studio • 1 bathroom • 27m²
1 king bed",Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
"The Jewel Hotel, New York","Manhattan, New York",1 km from center,8.5,Very Good,"₪ 4,877","1,679 reviews",Mobility Accessible Room,1 queen bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Very Good,"₪ 5,089","1,041 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 4,732","1,231 reviews",Soho King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Cambria Hotel New York - Chelsea,"Chelsea, New York",2.5 km from center,8.0,Very Good,"₪ 4,353","2,580 reviews",King Room - Disability Access,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"Hell's Kitchen, New York",2.1 km from center,8.2,Very Good,"₪ 5,854","3,996 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Courtyard by Marriott New York Manhattan / Soho,"SoHo, New York",4.9 km from center,7.9,Good,"₪ 5,775",274 reviews,King Room with Roll-in Shower - Mobility and Hearing Accessible,1 king bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
"Club Quarters Hotel Times Square, New York","Manhattan, New York",1.3 km from center,7.8,Good,"₪ 3,996","2,549 reviews",Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Hyatt Grand Central New York,"Midtown East, New York",1.9 km from center,7.3,Good,"₪ 3,841","1,216 reviews",Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 5,712",527 reviews,Superior Queen Room,1 queen bed,Free cancellation,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,8.3,Very Good,"₪ 4,636",316 reviews,King Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 5,971","5,690 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Sheraton Tribeca New York Hotel,"Tribeca, New York",5.6 km from center,7.6,Good,"₪ 4,082","2,450 reviews",Standard King Room,1 king bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
"InterContinental New York Times Square, an IHG Hotel","Hell's Kitchen, New York",1.2 km from center,8.1,Very Good,"₪ 4,614","1,364 reviews",Standard Room,,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Moxy NYC Chelsea,"Chelsea, New York",2.5 km from center,8.3,Very Good,"₪ 4,740","3,747 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Excellent,"₪ 5,532",551 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Hotel Lucerne,"Upper West Side, New York",1.7 km from center,8.5,Very Good,"₪ 4,095","1,006 reviews",Double Room - Disability Access,2 full beds,Free cancellation,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
New York Marriott Marquis,"Manhattan, New York",1.1 km from center,8.2,Very Good,"₪ 7,166","1,742 reviews","Renovated Deluxe, Guest room, 1 King, Sofa bed","2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Hilton Garden Inn West 35th Street,"Manhattan, New York",2 km from center,8.3,Very Good,"₪ 4,180","2,496 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Park Central,"Manhattan, New York",400 m from center,7.6,Good,"₪ 4,356","2,610 reviews",Premier King Room,1 king bed,Prepayment,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
DoubleTree by Hilton New York Times Square South,"Hell's Kitchen, New York",1.8 km from center,7.9,Good,"₪ 4,099","4,470 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 5,485",737 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 5,556",910 reviews,Classic Double Room,,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
La Quinta by Wyndham Time Square South,"Hell's Kitchen, New York",1.7 km from center,8.1,Very Good,"₪ 4,194","2,137 reviews",King Room - Non-Smoking,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 4,636","5,222 reviews",1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
MADE Hotel,"NoMad, New York",2.5 km from center,8.6,Excellent,"₪ 5,966","1,022 reviews",Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-10-2023-04-14,2023-03-26,4 nights,15.0
Manhattan Bowery Lodge,"Lower East Side, New York",5.8 km from center,6.3,Review score,"₪ 1,472",418 reviews,Budget Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 5,405","1,470 reviews",Deluxe King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 4,443","1,532 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Pod Brooklyn,"Williamsburg, Brooklyn",6.2 km from center,8.2,Very Good,"₪ 2,799","2,888 reviews",Queen Pod,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 3,935",418 reviews,King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,"₪ 2,610",965 reviews,Standard Double Room,,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.5,Good,"₪ 3,637",226 reviews,Classic King,Multiple bed types,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 4,187",652 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 3,954",898 reviews,King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 5,520","2,468 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Canopy By Hilton Jersey City Arts District,"Downtown Jersey City, Jersey City",7.3 km from center,8.9,Excellent,"₪ 4,200",669 reviews,King Room - Hearing Accessible,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 3,535",656 reviews,Queen Studio Suite with Bathtub - Mobility Accessible,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hyatt Regency Jersey City,Jersey City,7.1 km from center,8.0,Very Good,"₪ 6,451",889 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.9,Excellent,"₪ 2,976",23 reviews,Superior Corner Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 5,670","2,688 reviews",Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Good,"₪ 5,012","1,049 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hampton Inn Seaport Financial District,"Wall Street - Financial District, New York",6.8 km from center,7.9,Good,"₪ 5,251","1,259 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 5,880","4,017 reviews",King Room City View,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 5,301","1,274 reviews",Double Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 6,612","3,382 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hampton Inn Brooklyn Downtown,"Downtown Brooklyn, Brooklyn",8.1 km from center,8.4,Very Good,"₪ 4,048","1,807 reviews",1 King with Fridge - Non-Smoking,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
San Carlos Hotel New York,"Midtown East, New York",1.6 km from center,8.8,Excellent,"₪ 5,736","1,510 reviews",Deluxe Room - King,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 3,492",696 reviews,Standard King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 4,995","15,257 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Element Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 4,803","5,534 reviews","Guest Room, 1 King",1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Ravel Hotel Trademark Collection by Wyndham,"Long Island City, Queens",3.2 km from center,7.8,Good,"₪ 4,137","2,907 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
The William Vale,"Williamsburg, Brooklyn",5.5 km from center,8.1,Very Good,"₪ 6,305","1,158 reviews",King With Balcony,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Sheraton Brooklyn New York,"Downtown Brooklyn, Brooklyn",8.5 km from center,7.1,Good,"₪ 4,413","1,815 reviews","Club level, Guest room, 2 Double",2 full beds,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Artezen Hotel,"Wall Street - Financial District, New York",6.9 km from center,9.0,Wonderful,"₪ 4,475",907 reviews,Deluxe King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hilton Club The Central at 5th New York,"Midtown East, New York",1.3 km from center,8.6,Excellent,"₪ 6,399",62 reviews,Standard King Studio,"Entire studio • 1 bathroom • 25m²
1 king bed",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hampton Inn Manhattan-35th St Empire State Bldg,"Manhattan, New York",2 km from center,8.3,Very Good,"₪ 5,252","3,467 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Very Good,"₪ 5,326","8,724 reviews",Double Room,1 full bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 5,359","5,590 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"The New Yorker, A Wyndham Hotel","Hell's Kitchen, New York",2 km from center,7.7,Good,"₪ 5,286","9,092 reviews",Standard Queen Room with View,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
DoubleTree by Hilton Hotel & Suites Jersey City,Jersey City,6.8 km from center,8.6,Excellent,"₪ 4,368",382 reviews,Junior Queen Suite,"Private suite
1 queen bed",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Motto by Hilton New York City Chelsea,"Chelsea, New York",2.8 km from center,8.7,Excellent,"₪ 5,689","1,223 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hard Rock Hotel New York,"Manhattan, New York",1 km from center,8.8,Excellent,"₪ 7,779","1,296 reviews",Standard King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 6,143",594 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Times Square EDITION New York,"Manhattan, New York",1 km from center,8.5,Very Good,"₪ 6,905",677 reviews,Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Ink 48 Hotel,"Hell's Kitchen, New York",1.2 km from center,7.9,Good,"₪ 4,847","1,332 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Courtyard by Marriott New York Manhattan/ Fifth Avenue,"Manhattan, New York",1.8 km from center,7.9,Good,"₪ 6,393",700 reviews,Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"Crowne Plaza Times Square Manhattan, an IHG Hotel","Manhattan, New York",0.9 km from center,7.7,Good,"₪ 5,511","1,498 reviews",Traditional King Room - Non-Smoking,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Wingate by Wyndham New York Midtown South/5th Ave,"Manhattan, New York",1.9 km from center,7.9,Good,"₪ 4,425","1,519 reviews",King Room - Non-Smoking,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hyatt House New York/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 6,196",549 reviews,Den Guestroom with King Bed,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
TBA Times Square,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 4,080","8,543 reviews",Deluxe King Studio,"Entire studio • 1 bathroom • 325m²
1 king bed",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 10,943",334 reviews,Superior Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
The Williamsburg Hotel,"Williamsburg, Brooklyn",5.5 km from center,8.0,Very Good,"₪ 5,972",864 reviews,Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Archer Hotel New York,"Manhattan, New York",1.8 km from center,8.7,Excellent,"₪ 6,485",718 reviews,Classic Queen Guest Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 3,662","2,300 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Park Terrace Hotel,"Manhattan, New York",1.7 km from center,8.7,Excellent,"₪ 6,670","2,417 reviews",Classic Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 6,235","2,762 reviews",King Room,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 6,109","6,757 reviews",Deluxe King,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"The Hoxton, Williamsburg","Williamsburg, Brooklyn",5.6 km from center,8.0,Very Good,"₪ 4,872",555 reviews,Cozy,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
W New York - Union Square,"Union Square, New York",3.5 km from center,7.6,Good,"₪ 6,797",169 reviews,"Wonderful Guest Room, Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 3,595","1,072 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
TownePlace Suites by Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.2 km from center,8.2,Very Good,"₪ 5,412","1,467 reviews",Queen Studio,"Entire studio • 1 bathroom • 25m²
1 queen bed",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Embassy Suites By Hilton New York Manhattan Times Square,"Manhattan, New York",1.9 km from center,7.9,Good,"₪ 5,924","4,141 reviews",1 King Bed City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Sofitel New York,"Manhattan, New York",1.4 km from center,7.5,Good,"₪ 6,260",527 reviews,Superior Queen Room,1 queen bed,Free cancellation,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 6,244",910 reviews,Classic Double Room with Two Double Beds and Mobility Accessible Roll-In Shower,2 full beds,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Good,"₪ 3,648",617 reviews,"Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,"Flatiron District, New York",3.1 km from center,8.1,Very Good,"₪ 6,199",54 reviews,"Studio, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 7,938","1,286 reviews",King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 5,139",65 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
The Westin New York Grand Central,"Murray Hill, New York",2.1 km from center,7.9,Good,"₪ 6,163",508 reviews,Traditional King Room - Hearing Accessible,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Excellent,"₪ 4,868","2,196 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Empire Hotel,"Upper West Side, New York",400 m from center,6.8,Review score,"₪ 4,706","2,547 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 5,125","4,561 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 5,908","1,231 reviews",Soho King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
New York Hilton Midtown,"Manhattan, New York",0.7 km from center,7.6,Good,"₪ 5,149",839 reviews,Urban 1 Queen Bed,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,"₪ 4,020",480 reviews,Queen,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Cambria Hotel New York - Chelsea,"Chelsea, New York",2.5 km from center,8.0,Very Good,"₪ 5,547","2,580 reviews",King Room with Sofa Bed - Non-Smoking,"2 beds (1 king, 1 sofa bed)",FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 3,794","1,739 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"Club Quarters Hotel Grand Central, New York","Midtown East, New York",1.8 km from center,8.0,Very Good,"₪ 5,096","2,368 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Very Good,"₪ 6,469","1,041 reviews",King Room,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"Holiday Inn Express & Suites Jersey City - Holland Tunnel, an IHG Hotel",Jersey City,6.4 km from center,8.2,Very Good,"₪ 3,670","1,298 reviews",Standard King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"Holiday Inn Express & Suites Jersey City - Holland Tunnel, an IHG Hotel",Jersey City,6.4 km from center,8.2,Very Good,"₪ 3,670","1,298 reviews",Standard King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Courtyard by Marriott New York Manhattan / Soho,"SoHo, New York",4.9 km from center,7.9,Good,"₪ 7,130",274 reviews,King Room with Roll-in Shower - Mobility and Hearing Accessible,1 king bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 6,156","4,156 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Hilton Club New York,"Manhattan, New York",0.7 km from center,8.4,Very Good,"₪ 5,789",105 reviews,Studio,"Entire studio • 1 bathroom • 27m²
1 king bed",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"The Jewel Hotel, New York","Manhattan, New York",1 km from center,8.5,Very Good,"₪ 6,702","1,679 reviews",Mobility Accessible Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
Moxy NYC Chelsea,"Chelsea, New York",2.5 km from center,8.3,Very Good,"₪ 5,966","3,747 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
New York Marriott Marquis,"Manhattan, New York",1.1 km from center,8.2,Very Good,"₪ 9,297","1,742 reviews","Renovated Deluxe, Guest room, 1 King, Sofa bed","2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
"Club Quarters Hotel Times Square, New York","Manhattan, New York",1.3 km from center,7.8,Good,"₪ 5,143","2,549 reviews",Queen Room,1 queen bed,Prepayment,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,"Manhattan, New York",1.9 km from center,8.3,Very Good,"₪ 5,707",316 reviews,King Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-10-2023-04-15,2023-03-26,5 nights,15.0
